"","Year","Feature","No_mean","No_sd","Yes_mean","Yes_sd","MeanDecreaseAccuracy_mean","MeanDecreaseAccuracy_sd","MeanDecreaseGini_mean","MeanDecreaseGini_sd","Count"
"14","pre2013","bp_dia_mean",15.7310030421369,1.07667947789684,18.3180616295595,0.62194770782988,19.907988404302,0.710388769882507,147.248641235496,11.4524946412775,3
"15","overall","BPXDI1",16.2114307097488,1.07050421541617,17.8810039177378,0.641633832202759,19.6412013458099,0.638353855847301,150.062795370459,10.9270937170996,3
"16","overall","BPXDI3",15.7714154716425,1.32512497885398,17.9036858331702,0.665492887065174,19.4466576219324,0.858852744378304,141.340492466914,13.7874624516071,3
"17","overall","bp_cat_meds_excluded_SBPof140to160orDBP90to100mmHg",13.9258474302952,0.630831793363606,18.8197620578251,0.555807585802694,19.276859229969,0.542942516633373,795.418929538503,62.8124686435481,3
"18","overall","BPXDI2",15.580307133595,1.2203769523263,17.8339170884975,0.988371318844657,19.2648432448192,1.00228378577258,149.022625970863,18.0674655761829,3
"19","post2013","bp_dia_mean",15.6765466408889,1.35527882624669,17.63972631485,0.661978591541681,19.0195515532586,0.634286485224508,83.4074785657076,6.54556263082516,3
"20","pre2013","bp_cat_meds_excluded_SBPof140to160orDBP90to100mmHg",14.0822979873735,0.77698774471749,18.3311498932539,0.703304741930366,18.8418228222974,0.579844186798384,434.171823347154,33.2032260273714,3
"21","overall","bp_cat_meds_excluded_SBPof130to140orDBP80to90mmHg",20.0433922853424,0.707208984314663,14.9895247462389,0.363470051453928,18.5721601018219,0.334241551742446,397.226797109978,37.265265255979,3
"22","pre2013","BPXDI2",14.4981695062615,0.834202413925863,17.145390811015,0.768150583537401,18.3885008988047,0.555355428309228,94.8532172080139,9.3243102745963,3
"23","pre2013","BPXDI3",13.8483839499685,1.42529364945134,16.9457969140701,0.540379042960753,18.3324998355085,0.664097974977343,75.5000380130884,7.59974921335263,3
"24","overall","cc_ckd_Yes",21.5144918728898,0.654212569309283,16.2565522281369,0.670304329506844,18.2887111348375,0.669056314962144,268.126049921606,23.7580825409376,3
"25","pre2013","BPXDI1",13.9830654391038,0.701553046744111,16.5701346226749,0.385029848650526,18.1018150142439,0.44383797740687,83.5939612180387,6.20886554350532,3
"26","post2013","bp_cat_meds_excluded_SBPof140to160orDBP90to100mmHg",13.5380512733121,0.783191865448878,17.8124624950304,0.292346389999482,18.0506751708474,0.255957044484738,269.181503408031,21.5428271601135,3
"27","overall","cc_ckd_No",21.1898864956226,0.773087327081427,16.0604610749663,0.348791759423056,18.0105774305836,0.459359192121474,259.248249562315,12.2434937253718,3
"28","pre2013","cc_ckd_No",20.1893347578153,0.471208410145708,15.7803341785862,0.53270456310516,17.6444681153156,0.421196834434351,137.674621911363,13.7880078796569,3
"29","pre2013","cc_ckd_Yes",19.6916494280875,0.498029631901407,15.6019053270293,0.443194933149569,17.3791450886309,0.455921501962387,136.696649340072,11.0062780756399,3
"30","overall","URXUMA",16.8097725498352,1.37757611780799,15.1152239416148,0.634513229006051,17.2906862571899,0.793771236199547,98.9527123820189,10.8862745149635,3
"31","overall","BPXML1",14.925597231598,0.706607727899156,14.9447886939985,0.473147032784451,16.9458699959899,0.3883772534727,526.685758609249,51.3708117817398,3
"32","post2013","bp_cat_meds_excluded_SBPof130to140orDBP80to90mmHg",17.8214688888132,0.835787530650293,13.643821794752,0.553150631509799,16.8939785767529,0.767925022175637,108.392511439779,11.2442879398805,3
"33","pre2013","bp_cat_meds_excluded_SBPof130to140orDBP80to90mmHg",18.3209275572413,0.741877569410491,13.7783382881674,0.396643246701775,16.8666281389084,0.348779189722723,205.184533171861,16.469046888678,3
"34","post2013","BPXDI1",12.8751167917176,0.619901046811358,15.6440177625533,0.78224418193744,16.8568878665706,0.823481817231132,52.5287948119337,5.5343648701451,3
"35","overall","bp_cat_meds_excluded_SBPof120to130andDBP80mmHg",12.8216495226613,0.648680603998978,16.770533116694,1.06309518222539,16.5664091328578,0.718414617999172,158.529697200974,13.2124801291923,3
"36","pre2013","BPXML1",14.6872940689425,0.514236765886759,14.7939291662655,0.760352993739575,16.5165956947964,0.480711747976452,269.124054120615,27.062495415805,3
"37","overall","cc_diabetes_Yes",18.1197192800414,0.544730891048591,14.3868737971055,0.513118204019254,16.4844416379367,0.392658868082432,125.548904614868,10.0493067456508,3
"38","overall","cc_diabetes_No",18.1168453573007,0.476166011147228,14.3655199605558,0.386650442706991,16.3935074998817,0.408413081721543,126.975631769588,8.10071557153219,3
"39","post2013","BPXDI2",12.1814673846417,0.967484035603474,15.3562673747987,1.06484635924526,16.3612655030503,0.945057915555165,45.8773759212933,5.91266401922846,3
"40","post2013","BPXDI3",12.0862406141718,0.844170632573198,15.0234777526637,0.797634234443967,16.0746352743441,0.948726992573887,41.8822511198939,5.10251821466295,3
"41","overall","bp_med_recommended_jnc7_Yes",12.8501299956513,0.547133959689488,15.5636389402461,0.759188683228069,16.068635124942,0.764879786679503,501.750995724304,56.0632405919063,3
"42","overall","bp_med_recommended_jnc7_No",12.9099846045167,0.33552274484787,15.4354054598254,0.476422957456741,16.0410125369873,0.525555022904426,488.114992212714,32.5217634548479,3
"43","post2013","cc_ckd_Yes",17.1649980332011,0.667885086517282,14.4384091574328,0.529989011023568,15.6843042513731,0.55253065214025,65.6000800679353,8.78772041490898,3
"44","post2013","cc_ckd_No",17.1171380007911,0.805359383741501,14.4708301864165,0.613383471187913,15.6726831834407,0.693161956191879,66.5578765480711,7.22660589108565,3
"45","post2013","BPXML1",13.3886256208077,0.620362692084585,13.8417887990723,0.709136504702684,15.6047327937972,0.76048481269195,166.74131749648,17.1466838200787,3
"46","pre2013","URXUMA",14.6487065222575,1.10015252869966,13.6701487747291,0.689363127537955,15.5472196716045,0.678844059589606,51.3809318943867,6.28258066273415,3
"47","pre2013","bp_med_recommended_jnc7_No",12.5998826106554,0.374620619554441,14.9273200333924,0.713006937327095,15.4989082444043,0.576083569361667,261.282438715645,21.9533496572286,3
"48","pre2013","bp_med_recommended_jnc7_Yes",12.5967447727776,0.600110308687224,14.8644687222469,0.601290831794611,15.3756871839737,0.664122643055161,266.102740729546,17.0270670953842,3
"49","pre2013","cc_diabetes_Yes",16.4834555820833,0.436518139611112,13.4841366856628,0.342587138898522,15.2981249651769,0.366125371446867,61.5417737705956,6.48091974554314,3
"50","pre2013","cc_diabetes_No",16.2276159513029,0.437590501237874,13.5640350323842,0.473964319434529,15.2050059856946,0.462351333258618,62.3032798439546,6.56151959959983,3
"51","post2013","URXUMA",13.8462494672403,1.09882556970037,13.3116198325273,0.478847542022722,15.1567792520166,0.632223336791624,34.1477126554587,2.64815834601522,3
"52","overall","LBXGH",17.5764662834236,1.0653189692818,12.8082843570189,0.490165686943925,14.8924188104968,0.58805669810402,96.3429060399007,5.95360918278943,3
"53","post2013","cc_diabetes_No",15.3516460086253,0.471278248195781,13.3195559936454,0.481199146716499,14.7358695634074,0.464509848191525,43.2953542883844,2.76046089420613,3
"54","pre2013","bp_cat_meds_excluded_SBPof120to130andDBP80mmHg",11.8380812204617,0.573097185868925,14.4801678986899,0.668620949356212,14.7201228906665,0.651854392559219,78.7399358579375,4.88532957519461,3
"55","post2013","bp_med_recommended_jnc7_Yes",12.390702996448,0.445948168948,13.9701671168041,0.786281048864666,14.6903858392144,0.614811072878916,127.646716328817,17.4263323319847,3
"56","post2013","cc_diabetes_Yes",15.3283297242305,0.593306231987006,13.019130756348,0.702285516009566,14.5536454625115,0.709454263623596,40.5348992414195,5.18931767529457,3
"57","post2013","bp_med_recommended_jnc7_No",12.1889404460538,0.729874175051447,13.7301504698781,0.681352624734481,14.4805610490048,0.689488873633177,117.454556069543,15.4874204321986,3
"58","overall","demo_age_years",13.19180836837,0.655984216530169,12.9031289078852,0.521812943124596,14.3702951444437,0.439540918670344,50.6661329446175,5.4360107311959,3
"59","post2013","bp_cat_meds_excluded_SBPof120to130andDBP80mmHg",11.6333179489678,0.617741567345452,14.0161407147198,0.56391377771185,14.2184571005975,0.539819382382078,53.9698756893625,5.28018914209783,3
"60","pre2013","LBXGH",15.7315302057487,0.38624918935218,12.4072688218367,0.499437185869002,14.0985084998839,0.485840342355549,51.7924725943321,2.68162367410144,3
"61","post2013","LBXGH",13.9466816598184,0.440534936433276,11.9212864927855,0.532227842537641,13.6700461837475,0.556385480864563,36.0010899150264,3.03175877099957,3
"62","overall","DIQ010_1",13.7339918144767,0.881609570663643,11.7476369055619,0.454287764322432,13.5202680594368,0.634950235659206,58.3425813111023,8.4839733465495,3
"63","overall","bp_cat_meds_excluded_SBP120andDBP80mmHg",10.4907445461257,0.377150095603216,13.4035126224582,0.85389858398977,13.4757877834073,0.501712421690972,213.023430538144,19.9900849390225,3
"64","pre2013","demo_age_years",12.2626428839489,1.09802494754696,11.5708093797977,0.732746802925487,13.2270904318779,0.896247958085058,29.797533046078,1.8449363070572,3
"65","pre2013","bp_cat_meds_excluded_SBP120andDBP80mmHg",10.0948627975471,0.354909485072086,12.21474759813,0.779677591764005,12.6463242187091,0.737260000459483,106.221262588194,8.46298106954512,3
"66","overall","bp_med_use_Yes",8.00573664260694,0.56640563688681,12.0816194988848,0.554670227984329,12.4519319042152,0.55375751054019,110.401398108743,12.1544032815071,3
"67","post2013","demo_age_years",11.5579197476948,0.896167246547429,10.4690741204719,1.05507319623217,12.4058099916923,1.22931895655477,17.8489524341085,2.06918867069806,3
"68","overall","bp_cat_meds_included_takingantihypertensivemedications",7.64315166470211,0.909739192143306,12.0096294547533,0.667891816209407,12.3958722439997,0.653406043720045,110.044334689416,13.9556814133996,3
"69","overall","bp_med_use_No",7.87621975485019,0.890309757529424,11.9133763212218,0.686944240723044,12.3147555071647,0.65791055013271,116.092499468371,21.2919884544183,3
"70","pre2013","bp_cat_meds_included_SBPof140to160orDBP90to100mmHg",6.76230191048499,0.520903386730663,11.6032788397307,0.389694664015411,12.1013974440898,0.346625259407678,158.68522160733,15.1862496345516,3
"71","post2013","bp_cat_meds_excluded_SBP120andDBP80mmHg",10.1540404428158,0.407085576626486,11.1586279829411,0.675808691036966,12.0821721181866,0.66917869199256,61.8669983995055,4.35771908985057,3
"72","overall","bp_cat_meds_included_SBPof140to160orDBP90to100mmHg",6.56376696761376,0.46063634726687,11.7165107917718,0.461076746804212,12.0632755377109,0.516147592069387,303.279251855813,23.8819927191334,3
"73","overall","DIQ010_2",11.7503364046392,0.583511103860974,10.4287120750381,0.534464177120378,11.954772076702,0.503234173328436,45.4083146393832,4.0217092869395,3
"74","pre2013","bp_med_use_No",7.34014141066566,0.926222329689378,11.5425423629921,0.534400948912129,11.9338899178632,0.489441038248183,61.100730570728,7.2968044471273,3
"75","pre2013","DIQ010_1",11.5389403555531,0.518132646721612,10.3726522196372,0.407330113528275,11.7829475528266,0.36726408445783,27.4210572981803,2.08197202585585,3
"76","pre2013","bp_med_use_Yes",7.17766355970471,0.715931907718514,11.2694308927509,0.587376374214257,11.5807156435257,0.613485498231862,58.9696427315932,6.05088008653172,3
"77","pre2013","bp_cat_meds_included_takingantihypertensivemedications",7.30281702844931,0.839813559184573,11.1089203115516,0.500897507941538,11.4690667442986,0.489007159706507,61.2412658311466,7.38590033398363,3
"78","post2013","bp_cat_meds_included_SBPof140to160orDBP90to100mmHg",6.00478605489939,0.746602797415599,11.3255561096102,0.614364449027357,11.4689033000038,0.603420859841657,91.7553081571455,11.0179374127867,3
"79","post2013","DIQ010_1",11.0551765133528,0.518708004441151,10.0288893345219,0.484450027988145,11.2920595923821,0.548620040209459,21.4583136013377,2.69860077223655,3
"80","overall","bp_med_recommended_accaha_Yes",9.87511413078983,0.302926637391026,9.03990113607057,0.511842432213484,11.0401786159479,0.400506453065588,278.653025247577,23.3795905308189,3
"81","post2013","bp_cat_meds_included_takingantihypertensivemedications",7.0993598315288,0.59080688364498,10.7302407789083,0.514682781893917,11.0259660963223,0.519645395273185,35.2622558627272,3.54639412022786,3
"82","overall","bp_cat_meds_included_SBPof130to140orDBP80to90mmHg",9.4523614734114,0.518865726491973,9.81633714050458,0.46548714075209,10.943521813817,0.470355439504775,229.033164855088,22.891385621231,3
"83","post2013","bp_med_recommended_accaha_No",9.73034958139951,0.695688552218082,8.78828344194015,0.585354135091098,10.8839569991711,0.697016752939441,72.9633647774858,12.9716707523552,3
"84","post2013","bp_med_use_Yes",6.39802398063786,0.65133711271978,10.5304806325094,0.709194153160358,10.8595336687347,0.677685540050014,32.9545145644852,4.28892570113226,3
"85","pre2013","bp_med_recommended_accaha_Yes",9.5661699058677,0.309985038496097,8.6196997271604,0.522835253299484,10.7943617547451,0.318906558014332,143.809999893198,14.0366636515567,3
"86","pre2013","DIQ010_2",10.3348871481399,0.579204486834907,9.63572269216914,0.61500477461535,10.7893956808143,0.578999562126161,22.1243902103468,2.67875526785829,3
"87","post2013","bp_med_use_No",6.4248542808889,0.351710361592332,10.455196061001,0.318257890860748,10.7473835611406,0.319324296228771,32.8661485381012,3.50150024419024,3
"88","overall","bp_med_recommended_accaha_No",9.56299922850904,0.663282589921025,8.79972262984756,0.592148199492407,10.738634077427,0.692350596198763,258.90742719705,48.6774703486978,3
"89","overall","bp_cat_meds_excluded_SBP160plusorDBP100plusmmHg",7.94423036823222,0.576222953657659,9.89098740654199,0.560739093444461,10.7333098562561,0.462239501794328,148.051367249248,17.942163930533,3
"90","pre2013","bp_cat_meds_excluded_SBP160plusorDBP100plusmmHg",7.95842577289583,0.560021921896132,9.96969157996647,0.453857121349843,10.7127220085661,0.38540204286567,84.4758451966311,10.2742334980681,3
"91","pre2013","bp_cat_meds_included_SBPof130to140orDBP80to90mmHg",9.46111617494304,0.566856015216237,9.52848965461625,0.391936481624202,10.594036111952,0.334200044436014,111.149826780365,13.5876261357961,3
"92","pre2013","bp_med_recommended_accaha_No",9.3970697097263,0.366289286486158,8.47608629799001,0.455192563764465,10.5325193714403,0.454899814714472,143.752889834021,17.9494873135958,3
"93","post2013","bp_cat_meds_included_SBPof130to140orDBP80to90mmHg",9.41152221670833,0.629302793767318,8.87850504594159,0.553597941886179,10.2066761987324,0.598344042325214,54.3653289064476,8.74933020277225,3
"94","post2013","bp_med_recommended_accaha_Yes",9.22865359641694,0.386487972345083,8.47149264858711,0.562411131631462,10.1902067276043,0.503359804546972,70.3865795297146,8.43967231815723,3
"95","post2013","DIQ010_2",9.93151367749157,0.741141915454643,8.9500873776311,0.775281668539463,10.1495577554008,0.820765155679285,16.0638089864364,2.94897511685958,3
"96","overall","bp_med_n_class_None",7.11887843156266,0.909496192368564,9.61242854245935,0.554705210817795,9.64131843940594,0.478360709723546,60.9532912153499,12.4450856426532,3
"97","overall","bp_med_n_pills_None",6.85435702069436,0.412973017031679,9.57786530638631,0.59633596675074,9.4737035837666,0.567023855379518,56.0354210429222,10.3519776966397,3
"98","post2013","bp_cat_meds_excluded_SBP160plusorDBP100plusmmHg",6.81727686237962,0.60230386441295,8.74282538581775,0.502938996327821,9.28157536688911,0.551958456107156,38.236504134016,5.07611836632727,3
"99","overall","htn_resistant_jnc7_Yes",7.33980187234354,0.423439946982232,7.30738063934384,0.401412878327365,8.95571476522844,0.408441280304177,28.9021883427082,3.57720779955896,3
"100","overall","htn_aware_No",2.6599023168046,0.567505629199895,8.75372210123576,0.435797945871343,8.93619267066985,0.465926012663269,55.8050024622928,7.67196517312477,3
"101","overall","BPQ020_1",2.69403811706197,0.80277058429273,8.66831758679004,0.422654860391482,8.86121859749974,0.431197803532258,52.3935220032858,9.67909773235871,3
"102","post2013","bp_med_n_class_None",4.93597990022864,1.00715579622575,8.64614293274454,0.398475143727305,8.86059923322591,0.438448951883422,21.9302665319973,2.74917095631488,3
"103","overall","BPQ020_2",2.59854365903279,0.483119174593356,8.67253650086456,0.546989928497214,8.83162375170358,0.582337087599415,58.4307105521314,9.18113915132098,3
"104","pre2013","htn_aware_Yes",3.52293382610295,0.73002074139532,8.59161345141136,0.335939902459217,8.82176852480412,0.33908306820445,30.1436369830125,5.17107184464215,3
"105","overall","htn_aware_Yes",2.88580844552288,0.802038276558932,8.63206881869194,0.535501513556766,8.81832173815838,0.533918113896385,52.5762924430573,10.2348000497675,3
"106","post2013","bp_med_n_pills_None",4.87838114449765,0.769449999561399,8.76456752514691,0.468530571684824,8.76695948189453,0.43726688511408,19.2500484703347,4.00198057773227,3
"107","overall","htn_resistant_jnc7_No",7.02875448148839,0.550284838743629,7.24973221702407,0.419006471185233,8.6851033236667,0.645470732288126,28.0530876504723,3.8499451052348,3
"108","pre2013","BPQ020_1",3.20580541930182,0.786112045926826,8.4455998709245,0.317990682817385,8.67677392156137,0.265284398840952,31.8781859331985,5.40332911988274,3
"109","pre2013","bp_med_n_class_None",6.49435882712196,0.573389257591923,8.42573556423889,0.740755770327928,8.52030507620309,0.550200601943432,31.6850684044825,6.0494528477039,3
"110","pre2013","BPQ020_2",3.42125718817795,0.666207314227936,8.27182924151144,0.263953228472108,8.50558054427074,0.254060368791601,28.1392789048755,5.0042253323524,3
"111","pre2013","htn_aware_No",3.218130271003,0.869689703380783,8.24213951535545,0.301264114675609,8.45225148339999,0.308206403650408,29.0402077890073,4.4660200579889,3
"112","pre2013","bp_med_n_pills_None",6.55450132057339,0.590022210756055,8.16674612639263,0.573550343816091,8.39835271227072,0.353845738611628,32.8816579439752,5.67708567549275,3
"113","pre2013","htn_resistant_jnc7_No",6.70512489975558,0.559527272196449,7.18082497946133,0.531993474055516,8.3555687129413,0.539801993986233,16.592427887384,2.27925676612735,3
"114","post2013","htn_resistant_jnc7_Yes",6.09090621705948,0.511619794035329,6.83595968847932,0.528645022780969,8.02259516060875,0.671140153783679,9.61070985782947,1.55188179349679,3
"115","post2013","BPQ020_1",2.69155261852957,0.758918386888087,7.81586872417263,0.496371829812516,8.00664523522231,0.458139434764546,14.9963758042283,1.73580950237945,3
"116","overall","BPQ040A_1",0.420686870485991,1.26017704660719,7.84321361380599,0.26289607385457,7.98487574633442,0.255025296012578,29.5948124970841,4.49476688539617,3
"117","post2013","htn_aware_Yes",2.95541336518463,0.933088062471297,7.75255587304637,0.479532154647325,7.95534009277674,0.502522368602513,14.8984457642005,2.77419226172742,3
"118","pre2013","htn_resistant_jnc7_Yes",6.44884781194048,0.330859423559726,7.07823338184983,0.861330292883265,7.92634068156429,0.533113237985365,15.5673881638327,2.59810319154944,3
"119","overall","BPQ040A_2",0.107629485878822,1.11495863507013,7.76186177373483,0.391520163146106,7.89485696841506,0.41934822255277,27.3451932153208,3.35582442679508,3
"120","post2013","BPQ020_2",2.93568918901853,0.83307286580911,7.66986581817061,0.228274795878821,7.88336523624654,0.235097414761558,15.5631386967117,2.27151626926778,3
"121","post2013","htn_aware_No",2.9003910088456,0.986300446217702,7.57333290206522,0.426107775369335,7.76139723418339,0.407187950446228,14.5057298455332,2.09820666070728,3
"122","pre2013","BPQ040A_1",0.640527627782638,1.37858157997841,7.57323254558401,0.385998749835333,7.70654922291322,0.409588937114259,15.6258219934743,2.18457317959363,3
"123","post2013","htn_resistant_jnc7_No",5.91609062281059,0.548397581879147,6.72686934159483,0.677460202271366,7.70184269482782,0.529620217010476,9.715982687409,1.19649568537677,3
"124","overall","demo_age_cat_75plus",7.38825073297162,0.472794390314393,6.71790382906355,0.673380223220212,7.48392448503858,0.589054415862218,20.0538224223087,2.28020913494386,3
"125","pre2013","BPQ040A_2",0.282942218285572,0.93973834965786,7.2539351737685,0.471600124664965,7.40717009272098,0.464758366997897,16.5432223982459,2.59343818150868,3
"126","pre2013","demo_age_cat_75plus",7.16515284538814,0.742018627209896,6.5507075440043,0.721117496454784,7.33768721674033,0.798850737818576,11.5047488098704,3.02376865806727,3
"127","pre2013","bp_cat_meds_included_SBP160plusorDBP100plusmmHg",3.29764101202102,0.561283776381716,6.84762301815026,0.307647399154834,7.10886666136493,0.339586393786486,22.4593136207416,3.00453150894481,3
"128","overall","bp_cat_meds_included_SBP160plusorDBP100plusmmHg",3.39571685508822,0.579498149483115,6.93543666084831,0.388681702895167,7.08623637838224,0.526509132358598,38.2947081574759,6.56253506217233,3
"129","post2013","BPQ040A_1",1.01099323851301,0.788153203265871,6.51674950473317,0.18273838697003,6.72096223535011,0.190297214487103,6.82483668458271,1.54943587824188,3
"130","post2013","BPQ040A_2",0.800709910328942,1.71220872635793,6.23337690066841,0.471352587836711,6.40979361619495,0.43572366427227,6.18482959697605,0.993838909287913,3
"131","overall","demo_age_cat_18to44",5.70108938649877,0.416468816161491,6.12297117691372,0.669821958740824,6.36663365575002,0.596888920672825,12.3831092066738,1.96541303315478,2
"132","post2013","bp_cat_meds_included_SBP160plusorDBP100plusmmHg",2.79811895504355,0.572054878667951,6.11939171451587,0.260914091284952,6.25330356377165,0.335685885803334,10.2182130328132,2.17521598139305,3
"133","post2013","demo_age_cat_75plus",5.62360473208827,0.75286441538724,5.48967859481739,0.793754525374361,6.0651534607473,0.704239093064667,5.8127721897259,1.29286563853782,3
"134","pre2013","demo_age_cat_18to44",5.26667021862463,0.383418758817103,5.82702073123703,0.434229014588124,6.00000991128798,0.268005594133385,8.52401841805123,2.21728674016986,2
"135","overall","htn_resistant_accaha_Yes",5.1332718832525,0.680603962918726,5.18914817295041,0.599790696064514,5.86346746353078,0.650593088850335,11.9141303836921,2.61422544061383,2
"136","overall","htn_resistant_accaha_No",4.98739586318965,0.520060425531749,5.2371350441667,0.406625122110614,5.77384821140034,0.560393053044309,11.1736375124921,2.43251479915542,3
"137","overall","bp_med_ace_No",5.10379418875971,0.562097559362067,4.74933302499588,0.738346291432997,5.54460876063978,0.535232033470866,9.48486251254606,2.93169961832595,2
"138","pre2013","htn_resistant_accaha_Yes",4.78763548741817,0.300427318489827,4.68996082032813,0.734330683790406,5.44104841231056,0.32291927284419,6.18025000763536,1.32332115595185,2
"139","post2013","htn_resistant_accaha_No",4.46674972824186,0.49875446061136,4.68004962245071,0.676881284442092,5.29019836343116,0.463338577701805,4.52814829828298,0.999446562346244,3
"140","pre2013","bp_med_diur_thz_No",4.50393957157902,0.659382604289564,4.67771425214839,0.626964450566015,5.07831778786435,0.42245975044728,4.46814011377409,1.25844465871393,2
"141","pre2013","htn_resistant_accaha_No",4.43831077507462,0.318936341980665,4.62990915193201,0.720975361111766,5.04564773239117,0.462139965370902,5.18164739198631,1.15576462218021,3
"142","post2013","bp_med_ace_No",4.10711663616398,0.72260599723374,4.12425598027706,0.653953420112968,4.67123478928978,0.573793645858781,4.1759423224017,1.43991561038671,2
"143","post2013","bp_med_diur_thz_No",3.83379057457656,0.629484324418296,3.96617861586952,0.520352526850544,4.50817487806257,0.59296281262077,2.58723123164593,0.977774935388361,2
