Feature,Importance,f1-score
bp_med_beta,8.822099729171142e-06,
LBDEONO,7.93581642017846e-06,
HUQ090,7.343318151971357e-06,
cc_smoke,4.588013941874412e-06,
htn_resistant_accaha,3.130386600777662e-06,
LBXNEPCT,2.714059196385594e-06,
cc_cvd_hf,2.644521500163311e-06,
DSDCOUNT.x,2.0495698559873468e-06,
LBXMCHSI,1.6533724916449283e-06,
LBDTCSI,1.192264677443724e-06,
BPQ070,2.8597210890731764e-07,
PUQ100,0.0,
bp_med_n_pills,0.0,
bp_med_n_class,0.0,
BPXPLS,0.0,
BPQ030,0.0,
ALQ130,0.0,
DPQ080,0.0,
MCQ160L,0.0,
BPXDI2,0.0,
MCQ160E,0.0,
BPAEN2,0.0,
OSQ010A,0.0,
WHQ070,0.0,
demo_race_black,0.0,
demo_race,0.0,
LBXBAPCT,0.0,
LBDLYMNO,0.0,
LBDMONO,0.0,
bp_med_combination,0.0,
HOD050,0.0,
cc_ckd,0.0,
MCQ160A,0.0,
cc_cvd_chd,0.0,
htn_resistant_accaha_thz,0.0,
PFQ090,0.0,
DPQ020,0.0,
DR1DRSTZ,0.0,
MCQ010,0.0,
DR1LANG,0.0,
bp_med_renin_inhibitors,0.0,
bp_med_diur_thz,0.0,
HUQ010,0.0,
bp_med_diur_Ksparing,0.0,
DS1ANCNT,0.0,
DPQ070,0.0,
DR2DRSTZ,0.0,
bp_med_central,0.0,
DIQ010,0.0,
BMXARML,0.0,
bp_med_ace,0.0,
,,0.9167536417598009
