Feature,Importance,f1-score
MCQ080,0.00016168386418459693,
LBXRBCSI,0.00014347124213186498,
DPQ040,0.0001314694190546311,
SMQ020,0.000126565585566395,
DPQ070,8.605570874567587e-05,
MCQ160D,8.287154353986711e-05,
SLQ050,7.007130539659435e-05,
OSQ060,4.909461592615505e-05,
WHD010,4.179480748825962e-05,
BPAEN1,3.78158329442885e-05,
BMXWT,3.612622095250921e-05,
demo_gender,3.4981632871973946e-05,
HUQ010,3.175561140202329e-05,
cc_bmi,2.8143841956771566e-05,
LBXBAPCT,2.5315253517217884e-05,
BPAEN2,2.339645793297104e-05,
WHD110,2.2419619128476077e-05,
OSQ010A,2.1813398396235407e-05,
bp_med_renin_inhibitors,2.0910421772389788e-05,
DS1ANCNT,2.0707006933288464e-05,
bp_med_angioten,2.0380762443172706e-05,
svy_year,1.7474932791237845e-05,
htn_resistant_jnc7_thz,1.542314429146486e-05,
LBDMONO,1.4949919892395273e-05,
DS1DS,1.3565058594687175e-05,
cc_diabetes,1.2970507092103845e-05,
LBXMCVSI,1.2899623978066324e-05,
DS1AN,1.0398199203645224e-05,
MCQ053,1.028115812401378e-05,
cc_cvd_hf,9.03062884287562e-06,
BMXBMI,5.482998686649457e-06,
bp_med_diur_Ksparing,5.454951222163396e-06,
BMXLEG,4.6819241943964465e-06,
htn_aware,3.838830669103329e-06,
CDQ010,3.2184533448006523e-06,
WHQ030,3.11591574645719e-06,
DBQ330,3.114915847541574e-06,
DPQ030,3.044831391933071e-06,
DSDCOUNT.x,3.01620152131735e-06,
BPQ070,1.983622083709158e-06,
MCQ010,1.9031435722406373e-06,
DR1LANG,1.4746234407471044e-06,
bp_med_combination,9.015501156473232e-07,
DSDANCNT,8.66070248793416e-07,
BPAEN3,7.495177958919743e-07,
BPQ080,7.237437574290665e-07,
DIQ050,4.2906890960756236e-07,
MCQ160F,2.8886367749563975e-07,
HIQ210,2.309485919127758e-07,
DR2DRSTZ,6.13536786117442e-08,
LBXEOPCT,6.990248111467348e-09,
bp_med_n_pills,0.0,
bp_med_ccb,0.0,
bp_med_recommended_jnc7,0.0,
svy_strata,0.0,
bp_med_alpha,0.0,
bp_med_aldo,0.0,
bp_med_ccb_ndh,0.0,
bp_sys_mean,0.0,
bp_med_diur_loop,0.0,
bp_med_diur_thz,0.0,
demo_race_black,0.0,
htn_resistant_accaha,0.0,
bp_med_beta,0.0,
INDFMMPC,0.0,
DR1DAY,0.0,
WHD050,0.0,
MCQ160A,0.0,
MCQ160B,0.0,
MCQ160E,0.0,
MCQ160L,0.0,
PFQ059,0.0,
PFQ090,0.0,
WHD020,0.0,
WHD120,0.0,
BMXARMC,0.0,
WHD140,0.0,
DPQ020,0.0,
DPQ050,0.0,
DPQ060,0.0,
DPQ080,0.0,
DPQ090,0.0,
PUQ110,0.0,
DIQ010,0.0,
BPQ090D,0.0,
BPQ060,0.0,
ALQ130,0.0,
BPACSZ,0.0,
BPXPLS,0.0,
BPXPULS,0.0,
BPXPTY,0.0,
BPXML1,0.0,
BPXSY1,0.0,
BPXDI3,0.0,
SMAQUEX,0.0,
LBDNENO,0.0,
LBDEONO,0.0,
LBXHGB,0.0,
LBXPLTSI,0.0,
LBXMPSI,0.0,
LBDTCSI,0.0,
URXUMA,0.0,
SEQN,0.0,
,,0.9806192071127634
