Feature,Importance,f1-score
LBDLYMNO,3.853698761518431e-05,
WHD020,3.691228738099019e-05,
BPXPULS,3.440700869454524e-05,
demo_age_years,3.077763769536569e-05,
cc_diabetes,3.023518333266087e-05,
bp_med_vasod,2.996417898335381e-05,
BPQ030,2.8747583500311363e-05,
HUQ030,2.8595963131329254e-05,
SLQ050,2.6047964129581008e-05,
BPQ090D,2.360594816286306e-05,
CDQ010,2.266238449322798e-05,
WHD050,2.1274254071500163e-05,
DPQ090,1.9546148916592828e-05,
OSQ010A,1.931237570346834e-05,
BPXPTY,1.8070789781214076e-05,
WHD010,1.7838730813127964e-05,
LBXMPSI,1.7593996177030127e-05,
cc_cvd_any,1.4454682483325333e-05,
URXUMA,1.3557100458863924e-05,
DPQ070,7.833778295744489e-06,
LBXMCVSI,7.572343055335203e-06,
demo_gender,7.30528724142536e-06,
DR1EXMER,4.633804938938683e-06,
WHQ030,4.42901979678315e-06,
BPXSY3,4.1343587634983664e-06,
LBXHA,3.650862674323405e-06,
SMAQUEX,3.5728377471688507e-06,
LBXGH,3.1176537482793576e-06,
SMQ020,2.4356607855347846e-06,
LBDTCSI,2.2873359061000326e-06,
demo_age_cat,2.041355494002342e-06,
LBXPLTSI,1.9546622022044115e-06,
HOQ065,1.7111298702333594e-06,
BPACSZ,1.5689220076031536e-06,
cc_smoke,1.532420020988715e-06,
WHD140,1.444142396844451e-06,
MCQ160F,6.477116722151729e-07,
MCQ010,4.1288240516885275e-07,
BPQ070,2.9802097201759864e-07,
LBDEONO,2.911105020882051e-07,
cc_ckd,1.624824316656381e-07,
IMQ020,7.889191940777961e-08,
demo_race_black,4.045800834504727e-08,
DPQ010,0.0,
bp_med_beta,0.0,
cc_bmi,0.0,
PUQ110,0.0,
svy_year,0.0,
PUQ100,0.0,
demo_pregnant,0.0,
bp_sys_mean,0.0,
DPQ080,0.0,
bp_cat_meds_included,0.0,
bp_med_recommended_jnc7,0.0,
DPQ050,0.0,
DPQ040,0.0,
bp_med_renin_inhibitors,0.0,
bp_med_diur_thz,0.0,
WHQ070,0.0,
WHD120,0.0,
bp_med_ccb_ndh,0.0,
bp_med_combination,0.0,
bp_med_ace,0.0,
bp_med_ccb_dh,0.0,
bp_med_aldo,0.0,
bp_med_central,0.0,
DPQ060,0.0,
MCQ220,0.0,
PFQ059,0.0,
LBXBAPCT,0.0,
BPXSY2,0.0,
MCQ080,0.0,
BPAEN2,0.0,
MCQ053,0.0,
BPAEN3,0.0,
LBXWBCSI,0.0,
LBXLYPCT,0.0,
LBXEOPCT,0.0,
LBDMONO,0.0,
cc_cvd_hf,0.0,
LBDNENO,0.0,
LBDBANO,0.0,
LBXHGB,0.0,
HUQ090,0.0,
LBXMC,0.0,
DIQ050,0.0,
HSQ590,0.0,
ALQ130,0.0,
BPAEN1,0.0,
MCQ092,0.0,
MCQ160A,0.0,
BPXML1,0.0,
DSDCOUNT.x,0.0,
DSDANCNT,0.0,
DSD010AN,0.0,
DR1DRSTZ,0.0,
DR1LANG,0.0,
DS1DS,0.0,
BPQ080,0.0,
DS1AN,0.0,
DS1ANCNT,0.0,
DR2DRSTZ,0.0,
BMXWT,0.0,
MCQ160D,0.0,
BMXARML,0.0,
BMXARMC,0.0,
BMXWAIST,0.0,
MCQ160B,0.0,
BPXPLS,0.0,
LBXMOPCT,0.0,
,,1.0
