Feature,Importance,f1-score
demo_pregnant,2.8844353925764107e-05,
DR1LANG,2.8594402908444673e-05,
CDQ010,2.6374770338309453e-05,
PFQ059,2.4393419014703738e-05,
bp_cat_meds_included,2.3636352971763158e-05,
htn_resistant_accaha,2.140489593444083e-05,
MCQ160B,1.855538616876586e-05,
bp_med_vasod,1.756981255068076e-05,
BMXHT,1.339228289639837e-05,
cc_smoke,1.264522071777386e-05,
DS1DSCNT,9.97188467943907e-06,
WHD050,8.517589020207078e-06,
LBXMCHSI,7.963861782017643e-06,
bp_med_use,7.802438043591074e-06,
MCQ160E,6.715175863778622e-06,
OSQ060,6.3561179606158225e-06,
DSDCOUNT.x,5.002063912816637e-06,
cc_cvd_chd,3.817942003302049e-06,
DS1DS,3.075788965813667e-06,
BPAARM,2.2417001624859814e-06,
HSQ590,1.8081223798002478e-06,
HUQ010,1.7868190206519294e-06,
HUQ090,1.7234089640241578e-06,
DR2DRSTZ,1.603942694246162e-06,
LBXMOPCT,1.5591181351371178e-06,
bp_med_ccb_dh,1.544985772381842e-06,
bp_cat_meds_excluded,1.5181882898111544e-06,
bp_med_central,1.3332840475347131e-06,
LBXMC,1.0910012288283006e-06,
DIQ050,8.883603488916691e-07,
WHD140,7.080288080285732e-07,
LBDLYMNO,5.52432038408434e-07,
MCQ080,4.7219224659017676e-07,
LBXWBCSI,1.8555641716003385e-07,
svy_psu,1.3490297184571936e-07,
WHQ070,0.0,
svy_year,0.0,
svy_strata,0.0,
demo_age_years,0.0,
PUQ110,0.0,
PUQ100,0.0,
bp_med_angioten,0.0,
bp_sys_mean,0.0,
DPQ080,0.0,
WHD110,0.0,
WHD130,0.0,
LBXEOPCT,0.0,
OSQ010A,0.0,
BMXARMC,0.0,
LBDMONO,0.0,
LBXRBCSI,0.0,
LBXRDW,0.0,
BPXSY2,0.0,
BPAEN1,0.0,
LBXPLTSI,0.0,
LBXMPSI,0.0,
BPXML1,0.0,
BPXPTY,0.0,
BPXPULS,0.0,
LBDHDD,0.0,
LBXGH,0.0,
BMXLEG,0.0,
bp_med_diur_Ksparing,0.0,
BPQ060,0.0,
BPQ070,0.0,
DS1ANCNT,0.0,
BPQ080,0.0,
DIQ010,0.0,
DSDANCNT,0.0,
HIQ210,0.0,
cc_cvd_hf,0.0,
LBXBAPCT,0.0,
IMQ020,0.0,
htn_resistant_accaha_thz,0.0,
bp_med_renin_inhibitors,0.0,
HOQ065,0.0,
,,0.9664705067460359
