Feature,Importance,f1-score
bp_med_diur_loop,2.356654684207683e-05,
cc_cvd_chd,2.3154221902431043e-05,
URXUCR,2.0605736735677022e-05,
MCQ160F,2.0240818012132074e-05,
MCQ160D,1.9289873511311638e-05,
MCQ160E,1.9283645389699164e-05,
BPXDI2,1.8331303043860284e-05,
DSD010AN,1.574922628944644e-05,
LBDLYMNO,1.4240259252905897e-05,
OSQ010C,1.3453736447214917e-05,
cc_cvd_any,1.2975322824436786e-05,
bp_med_alpha,1.152715920964032e-05,
MCQ160C,1.1515086593426884e-05,
DPQ010,9.630182628578218e-06,
OSQ010B,8.899757915911044e-06,
OSQ010A,8.381792667323257e-06,
cc_diabetes,7.453090268509565e-06,
BPACSZ,6.226991626208312e-06,
SEQN,5.221351227425306e-06,
htn_resistant_jnc7,4.190193488833487e-06,
LBXMPSI,4.100303885391493e-06,
WHD020,3.7215469504892866e-06,
BPQ030,3.1817899896325267e-06,
HUQ090,3.181758650283372e-06,
DPQ020,2.890080281129664e-06,
BPAARM,2.112814960130132e-06,
HSQ590,1.7081894198137944e-06,
bp_med_ace,1.578992045672519e-06,
OSQ060,1.339495126541562e-06,
LBXMOPCT,1.2561364004098606e-06,
demo_race_black,6.737923778255257e-07,
DSDCOUNT.x,6.026081935960766e-07,
LBDNENO,5.596603821338421e-07,
DPQ040,3.941418111840498e-07,
bp_med_pills_gteq_2,2.507238433434695e-07,
BPAEN2,1.6289518292965736e-07,
bp_med_central,4.373868200338731e-08,
bp_med_aldo,0.0,
WHD110,0.0,
WHQ070,0.0,
bp_med_beta,0.0,
bp_med_ccb_dh,0.0,
bp_med_ccb,0.0,
bp_med_ccb_ndh,0.0,
WHD050,0.0,
SMQ020,0.0,
PFQ059,0.0,
bp_med_renin_inhibitors,0.0,
MCQ160L,0.0,
MCQ160A,0.0,
WHD120,0.0,
DPQ030,0.0,
WHD140,0.0,
IMQ020,0.0,
svy_psu,0.0,
svy_strata,0.0,
svy_year,0.0,
PUQ110,0.0,
demo_race,0.0,
DPQ090,0.0,
demo_pregnant,0.0,
demo_gender,0.0,
DPQ070,0.0,
bp_dia_mean,0.0,
DPQ060,0.0,
DPQ050,0.0,
bp_med_use,0.0,
bp_med_recommended_accaha,0.0,
bp_med_n_class,0.0,
MCQ010,0.0,
HUQ030,0.0,
HOQ065,0.0,
LBXBAPCT,0.0,
DR2DRSTZ,0.0,
LBXMCHSI,0.0,
LBXMCVSI,0.0,
LBXHGB,0.0,
BMXLEG,0.0,
LBXRBCSI,0.0,
LBDMONO,0.0,
LBXNEPCT,0.0,
BPXSY3,0.0,
BPXPLS,0.0,
BPXPULS,0.0,
BPXPTY,0.0,
LBXLYPCT,0.0,
BPXSY1,0.0,
BPXDI1,0.0,
LBXWBCSI,0.0,
DS1ANCNT,0.0,
LBXMC,0.0,
LBXPLTSI,0.0,
DS1DS,0.0,
cc_smoke,0.0,
cc_bmi,0.0,
DIQ050,0.0,
cc_ckd,0.0,
CDQ010,0.0,
BPQ080,0.0,
BPQ070,0.0,
cc_cvd_hf,0.0,
ALQ130,0.0,
URXUMA,0.0,
LBXGH,0.0,
DR1DRSTZ,0.0,
DR1EXMER,0.0,
LBDTCSI,0.0,
DR1LANG,0.0,
INDFMMPC,0.0,
,,0.9984528216484655
