Feature,Importance,f1-score
cc_cvd_chd,0.0,
PFQ090,0.0,
bp_med_combination,0.0,
OSQ060,0.0,
ALQ130,0.0,
bp_med_aldo,0.0,
BPQ060,0.0,
BPQ070,0.0,
cc_smoke,0.0,
MCQ160D,0.0,
htn_resistant_accaha_thz,0.0,
htn_resistant_jnc7_thz,0.0,
bp_med_ccb_ndh,0.0,
HOQ065,0.0,
HIQ210,0.0,
htn_resistant_jnc7,0.0,
,,0.9958744253262458
