Feature,Importance,f1-score
LBXMPSI,2.5941524931118038e-05,
MCQ053,2.2495627148755888e-05,
MCQ080,2.0190711801331457e-05,
MCQ160L,1.9149643028623694e-05,
htn_resistant_accaha,1.8967560800107107e-05,
WHD110,1.8530520241576757e-05,
bp_med_diur_thz,1.7138426115517977e-05,
LBDMONO,1.3157831928250997e-05,
DR1LANG,1.1973222584007144e-05,
DPQ020,1.0373086556045148e-05,
DIQ010,1.0242147815662655e-05,
BPXPULS,9.081141954996421e-06,
DSD010AN,8.633836261625166e-06,
DR1EXMER,8.43986394031866e-06,
PUQ110,7.994751949921839e-06,
bp_med_ccb_ndh,6.1597404785799314e-06,
LBXMC,4.428418747958759e-06,
WHQ030,4.079832657524154e-06,
bp_med_n_pills,3.6948056818762873e-06,
LBXMCHSI,3.3762774596877783e-06,
demo_pregnant,3.345555458948487e-06,
LBDEONO,3.3204728758899794e-06,
BPAARM,3.173606564079184e-06,
demo_age_cat,2.92416166084631e-06,
BPXDI1,2.2915875027140166e-06,
LBDBANO,2.050894754800067e-06,
DS1DSCNT,1.6399294831054398e-06,
HUQ010,8.917711822410506e-07,
bp_med_ace,6.105831837384091e-07,
DPQ080,1.1915253127740153e-07,
DSDANCNT,4.61258767095958e-09,
DIQ050,1.790906579905364e-09,
htn_resistant_jnc7,0.0,
svy_psu,0.0,
bp_dia_mean,0.0,
bp_med_recommended_jnc7,0.0,
bp_med_alpha,0.0,
htn_resistant_accaha_thz,0.0,
bp_med_central,0.0,
bp_med_diur_Ksparing,0.0,
demo_gender,0.0,
LBXMOPCT,0.0,
cc_cvd_chd,0.0,
BPQ060,0.0,
CDQ010,0.0,
HSQ590,0.0,
HOD050,0.0,
HOQ065,0.0,
MCQ092,0.0,
MCQ160A,0.0,
MCQ160D,0.0,
OSQ010B,0.0,
OSQ010C,0.0,
OSQ060,0.0,
PFQ059,0.0,
WHD120,0.0,
WHD140,0.0,
DPQ050,0.0,
DPQ060,0.0,
DPQ090,0.0,
SLQ050,0.0,
BPQ070,0.0,
ALQ130,0.0,
DSDCOUNT.x,0.0,
DBQ330,0.0,
DR1DAY,0.0,
BMXWT,0.0,
BMXHT,0.0,
BMXBMI,0.0,
BMXARML,0.0,
BMXWAIST,0.0,
BPACSZ,0.0,
BPXPTY,0.0,
BPXSY2,0.0,
BPAEN3,0.0,
LBXWBCSI,0.0,
LBXHCT,0.0,
LBXMCVSI,0.0,
LBXRDW,0.0,
LBXPLTSI,0.0,
LBDTCSI,0.0,
LBDHDD,0.0,
SEQN,0.0,
,,0.979319692914927
