Feature,Importance,f1-score
LBDNENO,2.7428184467012983e-05,
LBDMONO,2.7099871436997208e-05,
demo_age_cat,2.353591048987189e-05,
LBDEONO,2.3409169575269837e-05,
BPACSZ,2.3320767983975995e-05,
BMXARML,2.176416729148172e-05,
BMXLEG,1.6264906122950865e-05,
DR1EXMER,1.2040689491190674e-05,
DSDANCNT,1.0779348947442633e-05,
DR1DRSTZ,1.0550995678691364e-05,
DPQ010,1.0045276894511685e-05,
DIQ010,9.254442252048188e-06,
DSDCOUNT.x,8.961293319924179e-06,
LBXMC,7.750369509074079e-06,
BPAARM,6.992330991619885e-06,
ALQ130,6.592775209445354e-06,
bp_med_n_class,6.204561264932355e-06,
DR1DAY,6.181471319563887e-06,
cc_smoke,4.606212267017626e-06,
HSQ590,3.310891773520655e-06,
LBXHGB,1.5997101606770192e-06,
MCQ160F,1.5305798469689993e-06,
DPQ040,1.5047639187227651e-06,
DSD010AN,1.2265885105645886e-06,
LBXEOPCT,8.829615374014998e-07,
BPQ070,6.161529297470319e-07,
BMXHT,3.5639747707334823e-07,
LBXNEPCT,1.830448876502485e-07,
WHD140,1.6667472248620123e-07,
HUQ090,1.666728319159384e-07,
MCQ160A,1.581002830072535e-07,
HOQ065,6.146167963949295e-08,
bp_sys_mean,3.210001499886398e-08,
bp_med_ace,0.0,
LBXPLTSI,0.0,
BPXML1,0.0,
bp_med_alpha,0.0,
WHD120,0.0,
bp_med_beta,0.0,
bp_med_central,0.0,
LBXMCVSI,0.0,
LBXMPSI,0.0,
bp_med_use,0.0,
DPQ050,0.0,
DPQ060,0.0,
WHD110,0.0,
bp_cat_meds_included,0.0,
bp_cat_meds_excluded,0.0,
DPQ080,0.0,
DPQ090,0.0,
PUQ100,0.0,
LBDTCSI,0.0,
demo_race_black,0.0,
demo_race,0.0,
LBXGH,0.0,
SLQ050,0.0,
svy_strata,0.0,
svy_psu,0.0,
bp_med_diur_Ksparing,0.0,
WHQ030,0.0,
WHD050,0.0,
LBXRBCSI,0.0,
MCQ053,0.0,
BPXPLS,0.0,
BPXSY1,0.0,
BPAEN1,0.0,
BPXSY2,0.0,
HOD050,0.0,
MCQ160B,0.0,
MCQ160L,0.0,
MCQ220,0.0,
OSQ010A,0.0,
DS1DS,0.0,
DR1LANG,0.0,
HIQ210,0.0,
DIQ050,0.0,
BPAEN3,0.0,
LBXWBCSI,0.0,
OSQ010B,0.0,
OSQ010C,0.0,
OSQ060,0.0,
cc_cvd_chd,0.0,
cc_ckd,0.0,
PFQ090,0.0,
LBDBANO,0.0,
WHD010,0.0,
htn_resistant_jnc7_thz,0.0,
WHD020,0.0,
MCQ010,0.0,
htn_aware,0.0,
bp_med_vasod,0.0,
SEQN,0.0,
,,0.9961356504092411
